hasil
28.4
28.5
27.09
26.922508239746094
26.112701416015625
25.79098129272461
25.20761489868164
24.822982788085938
24.33702278137207
23.93629264831543
23.50025749206543
23.104196548461914
22.699514389038086
22.31648063659668
21.935396194458008
21.56832504272461
21.207216262817383
20.856843948364258
20.513805389404297
20.179912567138672
19.853666305541992
19.535690307617188
19.225265502929688
18.92253875732422
18.62712287902832
18.338970184326172
18.05780601501465
17.78352928161621
17.51593780517578
17.2548770904541
17.000192642211914
16.751712799072266
